article id	publication date	researcher ids	title	doi	issn	publisher	volume	issue	pages
pub.1107086935	2018-09-17	ur.0767651144.84	Information Feedback in Temporal Networks as a Predictor of Market Crashes	10.1155/2018/2834680	1076-2787	Hindawi	2018		1-13
pub.1107065740	2018-09-17	ur.015157551456.54	Plasmonic core-multi-shell nanowire phosphors for light emitting diodes (Conference Presentation)	10.1117/12.2319425		SPIE, the international society for optics and photonics			13
pub.1106679245	2018-09-18	ur.0606500320.35||ur.016361024210.88	Genetic screen identifies adaptive aneuploidy as a key mediator of ER stress resistance in yeast	10.1073/pnas.1804264115	0027-8424	Proceedings of the National Academy of Sciences	115	38	201804264
pub.1107110292	2018-09-18	ur.010751006240.32	Assessment of a highly multiplexed RNA sequencing platform and comparison to existing high-throughput gene expression profiling techniques	10.1101/419838		Cold Spring Harbor Laboratory			419838
pub.1107112394	2018-09-19	ur.01167701455.69	The relationship between nursing home quality and costs: Evidence from the VA	10.1371/journal.pone.0203764	1932-6203	Public Library of Science (PLoS)	13	9	e0203764
pub.1107120566	2018-09-20	ur.0744466123.32||ur.012347544757.46||ur.01047525457.65||ur.01214414646.49	Prions activate a p38 MAPK synaptotoxic signaling pathway	10.1371/journal.ppat.1007283	1553-7366	Public Library of Science (PLoS)	14	9	e1007283
pub.1107148772	2018-09-20	ur.010722475573.30	Amorphous Silicon Carbide Platform for Next Generation Penetrating Neural Interface Designs	10.3390/mi9100480	2072-666X	MDPI	9	10	480
pub.1107130304	2018-09-20	ur.015644665205.35	Climate mobilizations and democracy: the promise of scaling community energy transitions in a deliberative system	10.1080/1523908x.2018.1525287	1522-7200	Taylor & Francis			1-13
pub.1106820063	2018-09-25	ur.0734147402.48	Membrane-wrapped nanoparticles probe divergent roles of GM3 and phosphatidylserine in lipid-mediated viral entry pathways	10.1073/pnas.1804292115	0027-8424	Proceedings of the National Academy of Sciences	115	39	201804292
pub.1106294988	2018-09-28	ur.01145647341.90	Targeted Nanoparticle Binding to Hydroxyapatite in a High Serum Environment for Early Detection of Heart Disease	10.1021/acsanm.8b01099	2574-0970	American Chemical Society (ACS)	1	9	4927-4939
pub.1107305116	2018-09-28	ur.0745703346.90	Aldose Reductase Polymorphisms, Fasting Blood Glucose, and Age-Related Cortical Cataract	10.1167/iovs.18-24353	0146-0404	Association for Research in Vision and Ophthalmology (ARVO)	59	11	4755-4762
pub.1107225129	2018-09-28	ur.016426434511.84	Models of Saturn's Equatorial Ionosphere Based on In Situ Data From Cassini's Grand Finale	10.1029/2018gl078162	0094-8276	American Geophysical Union (AGU)	45	18	9398-9407
pub.1107347986	2018-10-01	ur.0625150202.79||ur.0660124635.17	Strength of T cell signaling regulates HIV-1 replication and establishment of latency	10.1101/432401		Cold Spring Harbor Laboratory			432401
pub.1105941673	2018-10-01	ur.01101733473.22	Chymotrypsin Reduces the Severity of Secretagogue-induced Pancreatitis in Mice	10.1053/j.gastro.2018.06.041	2308-2097	Elsevier	155	4	1017-1021
pub.1104352603	2018-10-01	ur.0767651144.84	Strategy for stopping failure cascades in interdependent networks	10.1016/j.physa.2018.05.154	0378-4371	Elsevier	508	Bridge 39 2009	577-583
pub.1105856932	2018-10-01	ur.01033252503.12	Active agents, biomaterials, and technologies to improve biolubrication and strengthen soft tissues	10.1016/j.biomaterials.2018.07.040	0267-6605	Elsevier	181	Tribol. Lett. 17 2004	210-226
pub.1103656857	2018-10-01	ur.0765725006.82	Brief Report: Leg Length Inequality and Hip Osteoarthritis in the Multicenter Osteoarthritis Study and the Osteoarthritis Initiative	10.1002/art.40537	2326-5191	Wiley	70	10	1572-1576
pub.1107406099	2018-10-01	ur.0762116220.11	Distinct patterns of fiber type adaptation in rat hindlimb muscles 4 weeks after hemorrhagic stroke	10.1097/phm.0000000000001062	0894-9115	Wolters Kluwer	Publish Ahead of Print	&NA;	&na;
pub.1106132564	2018-10-01	ur.012546170170.91||ur.013343550570.73	Changes in motor actions in the face of varying task constraints	10.1016/j.gaitpost.2018.08.009	0966-6362	Elsevier	66	The psychology of action 2 2008	1-6
pub.1100589997	2018-10-01	ur.012561557607.67	Improving Mortality in End‐Stage Renal Disease Due to Granulomatosis With Polyangiitis (Wegener's) From 1995 to 2014: Data From the United States Renal Data System	10.1002/acr.23521	2151-464X	Wiley	70	10	1495-1500
pub.1107710879	2018-10-01	ur.01213123321.73	Near-National Estimates of Disparities in Outcomes from Carotid Endarterectomy between Hispanics and Other Race/Ethnic Groups	10.1016/j.jamcollsurg.2018.08.681	1072-7515	Elsevier	227	4	e250
pub.1104263610	2018-10-01	ur.010240402014.24||ur.011460045523.24	Long‐Term and Recent Weight Change Are Associated With Reduced Peripheral Bone Density, Deficits in Bone Microarchitecture, and Decreased Bone Strength: The Framingham Osteoporosis Study	10.1002/jbmr.3472	0884-0431	Wiley	33	10	1851-1858
pub.1091747550	2018-10-01	ur.07370761453.50	Driving of strong nightside reconnection and geomagnetic activity by polar cap flows: Application to CME shocks and possibly other situations	10.1016/j.jastp.2017.09.013	1364-6826	Elsevier	177	Geophys. Res. Lett. 41 2014	73-83
pub.1101730321	2018-10-01	ur.012561557607.67||ur.010050213701.91	Patients with systemic sclerosis-associated pulmonary arterial hypertension express a genomic signature distinct from patients with interstitial lung disease	10.1177/2397198318764780	2397-1983	SAGE Publications	3	3	242-248
pub.1107663587	2018-10-01	ur.01033252503.12||ur.010571464364.36	Friction-lowering capabilities and human subject preferences for a hydrophilic surface coating on latex substrates: implications for increasing condom usage	10.1098/rsos.180291	2054-5703	The Royal Society	5	10	180291
pub.1099930454	2018-10-01	ur.016423170511.33||ur.012341113216.62	Top-Down Neural Attention by Excitation Backprop	10.1007/s11263-017-1059-x	0920-5691	Springer Nature	126	10	1084-1102
pub.1105873076	2018-10-01	ur.01277136042.64	Continental‐scale nitrogen pollution is shifting forest mycorrhizal associations and soil carbon stocks	10.1111/gcb.14368	1354-1013	Wiley	24	10	4544-4553
pub.1107091457	2018-10-01	ur.012473515721.10	Behavioral predictors of improved speech output in minimally verbal children with autism	10.1002/aur.2006	1939-3792	Wiley	11	10	1356-1365
pub.1105714117	2018-10-01	ur.016426434511.84	Identification of Jupiter’s magnetic equator through H3+ ionospheric emission	10.1038/s41550-018-0523-z	2397-3366	Springer Nature	2	10	773-777
pub.1107868620	2018-10-01	ur.011602460177.46	Exploring leptophilic dark matter with NA64-μ	10.1007/jhep10(2018)154	1126-6708	Springer Nature	2018	10	154
pub.1107706360	2018-10-01	ur.01213123321.73	Near-National Estimates of Disparities in Outcomes from Abdominal Aortic Aneurysm Repair Between Hispanics and Other Race/Ethnic Groups	10.1016/j.jamcollsurg.2018.07.604	1072-7515	Elsevier	227	4	s292
pub.1107408952	2018-10-01	ur.016363465000.03	Factors affecting home delivery among women living in remote areas of rural Zambia: a cross-sectional, mixed-methods analysis	10.2147/ijwh.s169067	1179-1411	Taylor & Francis	10		589-601
pub.1105903878	2018-10-01	ur.01110255312.59||ur.01072013416.08||ur.01145647341.90	Micropatterned cell sheets as structural building blocks for biomimetic vascular patches	10.1016/j.biomaterials.2018.07.047	0267-6605	Elsevier	181	Biomaterials 24 2003	126-139
pub.1107127183	2018-10-01	ur.01233605724.49	Research Techniques Made Simple: Animal Models of Wound Healing	10.1016/j.jid.2018.08.005	0022-202X	Elsevier	138	10	2095-2105.e1
pub.1091300072	2018-10-01	ur.011427055673.25	Neuronal Migration and Axonal Pathways Linked to Human Fetal Insular Development Revealed by Diffusion MR Tractography.	10.1093/cercor/bhx224	1047-3211	Oxford University Press (OUP)	28	10	3555-3563
pub.1101501057	2018-10-01	ur.01157567146.13||ur.01155132074.18	Striatal cholinergic receptor activation causes a rapid, selective and state‐dependent rise in cortico‐striatal β activity	10.1111/ejn.13906	0953-816X	Wiley	48	8	2857-2868
pub.1106046341	2018-10-01	ur.01344445762.36	The effect of ACL deficiency on the end-to-end distances of the tibiofemoral ACL attachment during in vivo dynamic activity	10.1016/j.knee.2018.07.013	0968-0160	Elsevier	25	Clin Orthop Relat Res 1991	738-745
pub.1107482161	2018-10-01	ur.01011437640.72	A common goodness-of-fit framework for neural population models using marked point process time-rescaling	10.1007/s10827-018-0698-4	0929-5313	Springer Nature	45	2	147-162
pub.1107668623	2018-10-01	ur.01143235167.73	Statistical Fragility and the Role of P Values in the Sports Medicine Literature.	10.5435/jaaos-d-17-00636	1067-151X	Wolters Kluwer	27	7	e324-e329
pub.1107234786	2018-10-01	ur.01173746406.51	Cervical Cancer Incidence Among Elderly Women in Massachusetts Compared With Younger Women	10.1097/lgt.0000000000000435	1089-2591	Wolters Kluwer	22	4	314-317
pub.1106469229	2018-10-01	ur.01173746406.51	Should Cervical Cancer Screening be Performed Before the Age of 25 Years?	10.1097/lgt.0000000000000434	1089-2591	Wolters Kluwer	22	4	348-351
pub.1100317777	2018-10-01	ur.0704015755.33	Alcohol Use and Unprotected Sex Among HIV-Infected Ugandan Adults: Findings from an Event-Level Study	10.1007/s10508-017-1131-1	0004-0002	Springer Nature	47	7	1937-1948
pub.1104376274	2018-10-01	ur.01172306626.02	Conjunctive coding in an evolved spiking model of retrosplenial cortex.	10.1037/bne0000236	0735-7044	American Psychological Association (APA)	132	5	430-452
pub.1104406752	2018-10-01	ur.01266254603.60	High fat diet induces pre-type 2 diabetes with regional changes in corneal sensory nerves and altered P2X7 expression and localization	10.1016/j.exer.2018.06.001	0014-4835	Elsevier	175	Trends Neurosci. 32 2009	44-55
pub.1107303025	2018-10-01	ur.011077723527.49	Salt Marsh Loss Affects Tides and the Sediment Budget in Shallow Bays	10.1029/2018jf004617	2169-9003	American Geophysical Union (AGU)	123	10	2647-2662
pub.1104107726	2018-10-01	ur.0746723400.29	The Relationship between Costs and Quality in Veterans Health Administration Community Living Centers: An Analysis Using Longitudinal Data	10.1111/1475-6773.12975	0017-9124	Wiley	53	5	3881-3897
pub.1104989447	2018-10-01	ur.01206762662.22	How and when does mental illness stigma impact treatment seeking? Longitudinal examination of relationships between anticipated and internalized stigma, symptom severity, and mental health service use	10.1016/j.psychres.2018.06.036	0165-1781	Elsevier	268	Int. J. Method Psychiatr. Res. 19 2010	15-20
pub.1107663359	2018-10-01	ur.012327446541.94	Threshold for discretely self-similar satellite drop formation from a retracting liquid cone	10.1103/physrevfluids.3.104002	2469-9918	American Physical Society (APS)	3	10	104002
pub.1105953604	2018-10-01	ur.01172306626.02	Neurophysiological signatures of temporal coordination between retrosplenial cortex and the hippocampal formation.	10.1037/bne0000254	0735-7044	American Psychological Association (APA)	132	5	453-468
pub.1107702744	2018-10-01	ur.01171723604.05	Outcomes and Costs-of-Care of the Selective Management of Anterior Abdominal Stab Wounds: A Single-Center Experience	10.1016/j.jamcollsurg.2018.08.645	1072-7515	Elsevier	227	4	e238-e239
pub.1104890393	2018-10-01	ur.015644665205.35	Of temporality and plurality: an epistemic and governance agenda for accelerating just transitions for energy access and sustainable development	10.1016/j.cosust.2018.05.016	1877-3435	Elsevier	34	Environ Res Lett 11 2016	1-6
pub.1105775445	2018-10-01	ur.010424461217.80	Humility and Narcissism in Clergy: a Relational Spirituality Framework	10.1007/s11089-018-0830-4	0031-2789	Springer Nature	67	5	525-545
pub.1106253498	2018-10-01	ur.01246216660.07	Treatment Implications of Situational Variability in Cognitive and Negative Symptoms of Schizophrenia	10.1176/appi.ps.201800073	1075-2730	American Psychiatric Association Publishing	69	10	1095-1097
pub.1111263274	2018-10-01	ur.012650541657.40	Fast Dynamic Device Authentication Based on Lorenz Chaotic Systems	10.1109/dft.2018.8602986		Institute of Electrical and Electronics Engineers (IEEE)	00		1-6
pub.1110666414	2018-10-01	ur.011364573234.59	Letter to the Editor	10.5435/00124635-900000000-99532	1067-151X	Wolters Kluwer			1
pub.1107637160	2018-10-01	ur.011364573234.59	Letter to the Editor: Costs and Radiographic Outcomes of Rotational Ankle Fractures Treated by Orthopaedic Surgeons With or Without Trauma Fellowship Training.	10.5435/jaaos-d-18-00508	1067-151X	Wolters Kluwer			1
pub.1105963071	2018-10-01	ur.0720142164.57	Challenges toward achieving universal health coverage in Ghana, Kenya, Nigeria, and Tanzania	10.1002/hpm.2610	0749-6753	Wiley	33	4	794-805
pub.1107702340	2018-10-01	ur.01171723604.05	Effect of Patient Code Status on Surgical Resident Decision-Making	10.1016/j.jamcollsurg.2018.07.477	1072-7515	Elsevier	227	4	s218
pub.1105624769	2018-10-01	ur.016423170511.33	FlyCam: Multitouch Gesture Controlled Drone Gimbal Photography	10.1109/lra.2018.2856271	2377-3766	Institute of Electrical and Electronics Engineers (IEEE)	3	4	3717-3724
pub.1105221286	2018-10-01	ur.016425333767.18	“A positive guiding hand”: A qualitative examination of youth-initiated mentoring and the promotion of interdependence among foster care youth	10.1016/j.childyouth.2018.06.038	0190-7409	Elsevier	93	Children and Youth Services Review 33 2011	41-50
pub.1107108710	2018-10-02	ur.016251527331.48	Strategies for Assessing Classroom Teaching: Examining Administrator Thinking as Validity Evidence	10.1080/10627197.2018.1513788	1062-7197	Taylor & Francis	23	4	1-21
pub.1100722455	2018-10-02	ur.010557137275.05	Mothers’ gardens in arid soil: A study of religious and spiritual coping among marginalized U.S. mothers with depression	10.1080/19349637.2018.1428139	1934-9637	Taylor & Francis	20	4	1-28
pub.1101374235	2018-10-02	ur.011067217027.81	Forgiveness, Attributions, and Marital Quality in U.S. and Indian Marriages	10.1080/15332691.2018.1433569	0897-4446	Taylor & Francis	17	4	1-18
pub.1084166777	2018-10-02	ur.0704015755.33	Perceived discrimination, racial identity, and health behaviors among black primary-care patients who use drugs	10.1080/15332640.2017.1288189	1533-2640	Taylor & Francis	17	4	1-18
pub.1106674702	2018-10-02	ur.01057413046.30	Molecular Insights into Human Hereditary Apolipoprotein A-I Amyloidosis Caused by the Glu34Lys Mutation.	10.1021/acs.biochem.8b00817	0006-2960	American Chemical Society (ACS)	57	39	5738-5747
pub.1101683774	2018-10-02	ur.012462332064.41	Measuring internalized stigma of mental illness among Chinese outpatients with mood disorders	10.1080/17542863.2018.1442484	1754-2863	Taylor & Francis	11	4	522-535
pub.1103612005	2018-10-03	ur.012633460106.24	Adjustment disorder and type-specific cancer incidence: a Danish cohort study	10.1080/0284186x.2018.1465586	0284-186X	Taylor & Francis	57	10	1-6
pub.1104301635	2018-10-03	ur.01173746406.51	Indicated or elective? The association of providers' words with HPV vaccine receipt	10.1080/21645515.2018.1480237	2164-5515	Taylor & Francis	14	10	1-25
pub.1107295750	2018-10-03	ur.01070646165.16	Biomechanics of Fracture Healing	10.1002/9781119266594.ch14		Wiley			108-114
pub.1107393679	2018-10-04	ur.014471543471.53||ur.01330132420.37||ur.016221236705.55	Silica Nanowire Growth on Coscinodiscus Species Diatom Frustules via Vapor–Liquid–Solid Process	10.1002/smll.201801822	1613-6810	Wiley			e1801822
pub.1107390284	2018-10-04	ur.012265153337.45	Human uniqueness	10.1002/9781118584538.ieba0257		Wiley			1-16
pub.1107431431	2018-10-05	ur.013067416217.76||ur.011336332567.22	Implications of Whole-Disc DSCOVR EPIC Spectral Observations for Estimating Earth’s Spectral Reflectivity Based on Low-Earth-Orbiting and Geostationary Observations	10.3390/rs10101594	2072-4292	MDPI	10	10	1594
pub.1107395565	2018-10-05	ur.016426434511.84	In situ collection of dust grains falling from Saturn’s rings into its atmosphere	10.1126/science.aat3185	0036-8075	American Association for the Advancement of Science (AAAS)	362	6410	eaat3185
pub.1104786580	2018-10-05	ur.01362570276.89||ur.0707030450.48	Fingerprint Stimulated Raman Scattering Imaging Reveals Retinoid Coupling Lipid Metabolism and Survival	10.1002/cphc.201800545	1439-4235	Wiley	19	19	2500-2506
pub.1107401079	2018-10-05	ur.016426434511.84	Chemical interactions between Saturn’s atmosphere and its rings	10.1126/science.aat2382	0036-8075	American Association for the Advancement of Science (AAAS)	362	6410	eaat2382
pub.1107766269	2018-10-05	ur.016106372667.28	Association of Chronic Low-grade Inflammation With Risk of Alzheimer Disease in ApoE4 Carriers.	10.1001/jamanetworkopen.2018.3597	2574-3805	American Medical Association (AMA)	1	6	e183597
pub.1107454794	2018-10-06	ur.016423170511.33	Concept Mask: Large-Scale Segmentation from Semantic Concepts	10.1007/978-3-030-01258-8_33	0302-9743	Springer Nature	11216		542-557
pub.1090124190	2018-10-08	ur.016254025453.35	Effects of FOXO3 Polymorphisms on Survival to Extreme Longevity in Four Centenarian Studies.	10.1093/gerona/glx124	1079-5006	Oxford University Press (OUP)	73	11	1439-1447
pub.1106944341	2018-10-09	ur.010622404415.76	Human eIF5 and eIF1A Compete for Binding to eIF5B.	10.1021/acs.biochem.8b00839	0006-2960	American Chemical Society (ACS)	57	40	5910-5920
pub.1107499317	2018-10-09	ur.0637046610.11||ur.0704752650.36	Effect of flow on targeting and penetration of angiopep-decorated nanoparticles in a microfluidic model blood-brain barrier	10.1371/journal.pone.0205158	1932-6203	Public Library of Science (PLoS)	13	10	e0205158
pub.1105903275	2018-10-09	ur.016167411434.38	Effect of stimuli on sun protective habits: A randomized double‐blind controlled study	10.1111/phpp.12416	0905-4383	Wiley			
pub.1107557645	2018-10-10	ur.011044300374.86	The influence of molecular reach and diffusivity on the efficacy of membrane-confined reactions	10.1101/439430		Cold Spring Harbor Laboratory			439430
pub.1107601092	2018-10-13	ur.01011437640.72	Marked point process filter for clusterless and adaptive encoding-decoding of multiunit activity	10.1101/438440		Cold Spring Harbor Laboratory			438440
pub.1107609280	2018-10-14	ur.012121454115.97||ur.0777535710.27	Designing metabolic division of labor in microbial communities	10.1101/442376		Cold Spring Harbor Laboratory			442376
pub.1107633518	2018-10-15	ur.0674362701.11	Children's Conceptions of Ownership for Self and Other: Categorical Ownership Versus Strength of Claim	10.1111/cdev.13163	0009-3920	Wiley			
pub.1103932714	2018-10-15	ur.0710017377.40	Application of network smoothing to glycan LC-MS profiling.	10.1093/bioinformatics/bty397	1367-4803	Oxford University Press (OUP)	34	20	3511-3518
pub.1107390006	2018-10-16	ur.016426434511.84	Ring Shadowing Effects on Saturn's Ionosphere: Implications for Ring Opacity and Plasma Transport	10.1029/2018gl079150	0094-8276	American Geophysical Union (AGU)	45	19	10,084-10,092
pub.1107394242	2018-10-16	ur.016426434511.84	Material Flux From the Rings of Saturn Into Its Atmosphere	10.1029/2018gl078575	0094-8276	American Geophysical Union (AGU)	45	19	10,093-10,100
pub.1107400911	2018-10-16	ur.010016475007.05	Stronger Contributions of Urbanization to Heat Wave Trends in Wet Climates	10.1029/2018gl079679	0094-8276	American Geophysical Union (AGU)			
pub.1107716682	2018-10-18	ur.0767346735.66	Natural History of Obesity sub-phenotypes: Dynamic changes over two decades and prognosis in The Framingham Heart Study.	10.1210/jc.2018-01321	0021-972X	The Endocrine Society			
pub.1107818759	2018-10-20	ur.01234512265.35||ur.01361726160.90	Breathe Easy, Speak Easy: Pulmonary Function and Language Performance in Aging	10.1080/0361073x.2018.1521374	0361-073X	Taylor & Francis	44	5	351-368
pub.1107774506	2018-10-22	ur.0707030450.48	Imaging of demineralized enamel in intact tooth by epidetected stimulated Raman scattering microscopy	10.1117/1.jbo.23.10.105005	1083-3668	SPIE, the international society for optics and photonics	23	10	105005
pub.1107326176	2018-10-23	ur.013465160530.16	Deconvoluting the Reduction Potentials for the Three [4Fe-4S] Clusters in an AdoMet Radical SCIFF Maturase.	10.1021/acs.biochem.8b00846	0006-2960	American Chemical Society (ACS)	57	42	6050-6053
pub.1107514977	2018-10-23	ur.0767651144.84	Understanding spatial public goods games on three-layer networks	10.1088/1367-2630/aae6dd	1367-2630	IOP Publishing	20	10	103030
pub.1107446437	2018-10-23	ur.01233275754.70	Square-planar Co( iii ) in {O 4 } coordination: large ZFS and reactivity with ROS	10.1039/c8cc04464c	1359-7345	Royal Society of Chemistry (RSC)	54	85	12045-12048
pub.1107823134	2018-10-24	ur.0776032070.34	Development and validation of a Weight Literacy Scale in English and Spanish	10.1371/journal.pone.0204678	1932-6203	Public Library of Science (PLoS)	13	10	e0204678
pub.1107841428	2018-10-26	ur.0707030450.48	High‐speed Intraoperative Assessment of Breast Tumor Margins by Multimodal Ultrasound and Photoacoustic Tomography	10.1002/mds3.10018	2573-802X	Wiley			e10018
pub.1106915283	2018-10-26	ur.01033262057.22	Development of an allosteric inhibitor class blocking RNA elongation by the respiratory syncytial virus polymerase complex	10.1074/jbc.ra118.004862	0021-9258	American Society for Biochemistry & Molecular Biology (ASBMB)	293	43	16761-16777
pub.1107900434	2018-10-29	ur.012734142157.96	Salicylate increases fitness cost associated with MarA-mediated antibiotic resistance	10.1101/454983		Cold Spring Harbor Laboratory			454983
pub.1107897456	2018-10-29	ur.0740742764.07	Pentatricopeptide repeat poly(A) binding protein from mitochondria of trypanosomes	10.1101/456418		Cold Spring Harbor Laboratory			456418
pub.1107413419	2018-10-30	ur.013162717645.03	Engineering of microscale vascularized fat that responds to perfusion with lipoactive hormones	10.1088/1758-5090/aae5fe	1758-5082	IOP Publishing	11	1	014101
pub.1107660909	2018-10-31	ur.01072013416.08	Micromechanics of elastic lamellae: unravelling the role of structural inhomogeneity in multi-scale arterial mechanics	10.1098/rsif.2018.0492	1742-5689	The Royal Society	15	147	20180492
pub.1107952841	2018-10-31	ur.016365243731.47	Specific Basal Forebrain–Cortical Cholinergic Circuits Coordinate Cognitive Operations	10.1523/jneurosci.1676-18.2018	0270-6474	Society for Neuroscience	38	44	9446-9458
pub.1109803819	2018-11-01	ur.010471745102.31	THE GOP’S TRANSFORMATION OF AMERICAN HEALTH CARE: THE STAKES FOR OLDER AMERICANS	10.1093/geroni/igy023.2355	2399-5300	Oxford University Press (OUP)	2	suppl_1	631-631
pub.1107539449	2018-11-01	ur.012561557607.67	Association of Chronic Kidney Disease With Allopurinol Use in Gout Treatment.	10.1001/jamainternmed.2018.4463	2168-6106	American Medical Association (AMA)	178	11	1526-1533
pub.1109789418	2018-11-01	ur.010471745102.31	AGING POLICY IN THE TRUMP ERA	10.1093/geroni/igy023.2351	2399-5300	Oxford University Press (OUP)	2	suppl_1	630-630
pub.1109787575	2018-11-01	ur.01167701455.69	ENHANCING STAFF-RESIDENT INTERACTIONS THROUGH A FRONTLINE STAFF QUALITY IMPROVEMENT INTERVENTION	10.1093/geroni/igy023.2935	2399-5300	Oxford University Press (OUP)	2	suppl_1	791-792
pub.1109788148	2018-11-01	ur.01336721474.30	FALLS AMONG OLDER AMERICAN MEN: THE ROLE OF PAIN AND MILITARY EXPERIENCES IN THE HEALTH AND RETIREMENT STUDY	10.1093/geroni/igy023.545	2399-5300	Oxford University Press (OUP)	2	suppl_1	150-151
pub.1109796527	2018-11-01	ur.01336721474.30	LATER-ADULTHOOD TRAUMA REENGAGEMENT GROUP WITH VIETNAM VETERANS WITH PTSD: WHAT WE LEARNED, WHAT COMES NEXT	10.1093/geroni/igy023.1430	2399-5300	Oxford University Press (OUP)	2	suppl_1	384-384
pub.1109890400	2018-11-01	ur.01156310651.51	The Neuropeptides of Ocular Immune Privilege, α-MSH and NPY, Suppress Phagosome Maturation in Macrophages	10.4049/immunohorizons.1800049	2573-7732	The American Association of Immunologists	2	10	314-323
pub.1109802107	2018-11-01	ur.01167701455.69	CHARACTERIZING STAFF INTERACTIONS IN A SAMPLE OF HIGH PERFORMING NURSING HOMES	10.1093/geroni/igy023.2934	2399-5300	Oxford University Press (OUP)	2	suppl_1	791-791
pub.1109792837	2018-11-01	ur.01167701455.69	Long Term Care: Policy and Practice Outcomes	10.1093/geroni/igy023.1639	2399-5300	Oxford University Press (OUP)	2	suppl_1	437-438
pub.1109798496	2018-11-01	ur.01336721474.30	COMBAT-RELATED TRAUMA RE-ENGAGEMENT IN AGING VIETNAM-ERA VETERANS: CORRELATES OF POSITIVE AND NEGATIVE OUTCOMES	10.1093/geroni/igy023.1429	2399-5300	Oxford University Press (OUP)	2	suppl_1	384-384
pub.1099635185	2018-11-01	ur.01322416734.99	Factors Influencing Prostate Specific Antigen Testing in the United States	10.1016/j.urpr.2017.10.003	2352-0779	Wolters Kluwer	5	6	438-443
pub.1110715951	2018-11-01	ur.016243504644.99	Neuronal adenosine A2A receptors are critical mediators of neurodegeneration triggered by convulsions	10.1523/eneuro.0385-18.2018	2373-2822	Society for Neuroscience	5	6	eneuro.0385-18.2018
pub.1105260028	2018-11-01	ur.0767651144.84	Scaling properties of extreme price fluctuations in Bitcoin markets	10.1016/j.physa.2018.06.131	0378-4371	Elsevier	510	Nature 376 6535 1995	400-406
pub.1104111831	2018-11-01	ur.01322416734.99	Adjuvant Vascular Endothelial Growth Factor–targeted Therapy in Renal Cell Carcinoma: A Systematic Review and Pooled Analysis	10.1016/j.eururo.2018.05.002	0302-2838	Elsevier	74	5	611-620
pub.1109780440	2018-11-01	ur.01233605724.49	Measuring progress from 1990 to 2017 and projecting attainment to 2030 of the health-related Sustainable Development Goals for 195 countries and territories: a systematic analysis for the Global Burden of Disease Study 2017	10.1016/s0140-6736(18)32281-5	0140-6736	Elsevier	392	10159	2091-2138
pub.1106366724	2018-11-01	ur.014265036063.89	Left frontotemporal effective connectivity during semantic feature judgments in patients with chronic aphasia and age-matched healthy controls	10.1016/j.cortex.2018.08.006	0010-9452	Elsevier	108	Neuropsychologia 57 2014	173-192
pub.1106132800	2018-11-01	ur.016221236705.55	Acoustic porous metasurface for excellent sound absorption based on wave manipulation	10.1016/j.jsv.2018.08.003	0022-460X	Elsevier	434	Nat. Rev. Mater. 1 2016	273-283
pub.1107951587	2018-11-01	ur.016110474512.12	Hippocampal Place Fields Maintain a Coherent and Flexible Map across Long Timescales	10.1016/j.cub.2018.09.037	0960-9822	Elsevier	28	22	3578-3588.e6
pub.1105015401	2018-11-01	ur.0767651144.84	Degree distributions and motif profiles of limited penetrable horizontal visibility graphs	10.1016/j.physa.2018.06.077	0378-4371	Elsevier	509	Science 286 5439 1999	620-634
pub.1107317951	2018-11-01	ur.01103765305.85	Risk factors of contact injuries among U.S. women Rugby sevens	10.1016/j.jsams.2018.09.145	1440-2440	Elsevier	21		s64
pub.1104566633	2018-11-01	ur.01322416734.99	Characterizing trends in treatment modalities for localized muscle-invasive bladder cancer in the pre-immunotherapy era	10.1007/s00345-018-2371-y	0724-4983	Springer Nature	36	11	1767-1774
pub.1106255039	2018-11-01	ur.012633460106.24	Post-traumatic stress disorder and incident fractures in the Danish population	10.1007/s00198-018-4644-0	0937-941X	Springer Nature	29	11	2487-2493
pub.1107553147	2018-11-01	ur.01277136042.64	Multiple models and experiments underscore large uncertainty in soil carbon dynamics	10.1007/s10533-018-0509-z	0168-2563	Springer Nature	141	2	109-123
pub.1101265646	2018-11-01	ur.0633536073.46	Quality improvement strategies and tools: A comparative analysis between Italy and the United States	10.1177/0951484818755534	0951-4848	SAGE Publications	31	4	205-217
pub.1109779531	2018-11-01	ur.01233605724.49	Global, regional, and national disability-adjusted life-years (DALYs) for 359 diseases and injuries and healthy life expectancy (HALE) for 195 countries and territories, 1990–2017: a systematic analysis for the Global Burden of Disease Study 2017	10.1016/s0140-6736(18)32335-3	0140-6736	Elsevier	392	10159	1859-1922
pub.1105264031	2018-11-01	ur.0767651144.84	An approach for cascading effects within critical infrastructure systems	10.1016/j.physa.2018.06.129	0378-4371	Elsevier	510	Interfaces 36 6 2006	164-177
pub.1107317810	2018-11-01	ur.01103765305.85	Contact risk factors in United States men's Rugby-7s tournaments	10.1016/j.jsams.2018.09.147	1440-2440	Elsevier	21		s65
pub.1107948898	2018-11-01	ur.010324435477.12||ur.010734461162.76	308 Redox control of liver fibrosis in aged mice	10.1016/j.freeradbiomed.2018.10.317	0891-5849	Elsevier	128		s128
pub.1107946910	2018-11-01	ur.0745600271.15||ur.015431744532.09	50 Glutaredoxin 1 overexpression inhibits JNK activity and ameliorates myocyte apoptosis and progression to heart failure in Galphaq overexpressing transgenic mice	10.1016/j.freeradbiomed.2018.10.052	0891-5849	Elsevier	128		s38
